year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Master in de muziek, trajectschijf 1']",Drums (Toni Vitacolonna),198109,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Drums (Toon Van Dionant),198110,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Drums (Lander Gyselinck),198111,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Fluit & artistiek onderzoek master I (Jazz/Pop),198112,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Fluit (Bart Defoort),198113,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Fluit (NN),198114,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Gitaar & artistiek onderzoek master I (Jazz/Pop),198115,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Gitaar (Hans Van Oost),198116,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Gitaar (NN),198117,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Klarinet & artistiek onderzoek master I (Jazz/Pop),198118,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Klarinet (Bart Defoort),198119,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Klarinet (NN),198120,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano & artistiek onderzoek master I (Jazz/Pop),198121,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano (Christian Mendoza),198122,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano (Peter Lesage),198123,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano (Seppe Gebruers),198124,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Saxofoon & artistiek onderzoek master I (Jazz/Pop),198125,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Saxofoon (Bart Defoort),198126,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Saxofoon,198127,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Trombone & artistiek onderzoek master I (Jazz/Pop),198128,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Trombone (Peter Delannoye),198129,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Trombone (NN),198130,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Trompet & artistiek onderzoek master I (Jazz/Pop),198131,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Trompet (Jeroen van Malderen),198132,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Trompet (NN),198133,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Tuba & artistiek onderzoek master I (Jazz/Pop),198134,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Tuba (Peter Delannoye),198135,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Tuba (Bart Defoort),198136,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Tuba (NN),198137,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Viool & artistiek onderzoek master I (Jazz/Pop),198138,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Viool  (Bart Defoort),198139,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Viool (NN),198140,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Zang & artistiek onderzoek master I (Jazz/Pop),198141,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Zang (Anu Junnonen),198142,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Zang (Chrystel Wautier),198143,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Accordeon (Jazz/Pop),198184,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Accordeon (Tuur Florizoone),198185,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Accordeon,198186,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Basgitaar (Jazz/Pop),198187,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Basgitaar (Janos Bruneel),198188,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Basgitaar (NN),198189,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Contrabas (Jazz/Pop),198190,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Contrabas (Yannick Peeters),198191,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Contrabas (Janos Bruneel),198192,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Contrabas (NN),198193,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Drums (Jazz/Pop),198194,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Drums (Toni Vitacolonna),198195,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Drums (Toon Van Dionant),198196,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Drums (Lander Gyselinck),198197,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Fluit (Jazz/Pop),198198,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Fluit (Bart Defoort),198199,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Fluit (NN),198200,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Gitaar (Jazz/Pop),198201,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Gitaar (Hans Van Oost),198202,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Gitaar (NN),198203,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Klarinet (Jazz/Pop),198204,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Klarinet (Bart Defoort),198205,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Klarinet (NN),198206,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Piano (Jazz/Pop),198207,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano (Christian Mendoza),198208,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano (Peter Lesage),198209,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano (Seppe Gebruers),198210,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Saxofoon (Jazz/Pop),198211,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Saxofoon (Bart Defoort),198212,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Saxofoon,198213,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Trombone (Jazz/Pop),198214,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Trombone (Peter Delannoye),198215,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Trombone (NN),198216,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Trompet (Jazz/Pop),198217,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Trompet (Jeroen van Malderen),198218,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Trompet (NN),198219,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Tuba (Jazz/Pop),198220,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Tuba (Peter Delannoye),198221,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Tuba (NN),198222,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Tuba (Bart Defoort),198223,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Viool (Jazz/Pop),198224,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Viool  (Bart Defoort),198225,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Viool (NN),198226,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Zang (Jazz/Pop),198227,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Zang (Anu Junnonen),198228,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Zang (Chrystel Wautier),198229,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Band & live performance master I,198270,6 studiepunten,,niet mogelijk.
2025-26,"['Master in de muziek, trajectschijf 2']",Band & live performance master II,198272,6 studiepunten,,niet mogelijk.
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Producing,198275,33 studiepunten,,niet mogelijk.
2025-26,"['Master in de muziek, trajectschijf 1']",Piccolo & artistiek onderzoek master I (Klassiek),198279,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piccolo (Jill Jeschek),198280,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piccolo (NN),198281,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Piccolo (Klassiek),198282,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piccolo (Jill Jeschek),198283,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piccolo (NN),198284,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Instrument & artistiek onderzoek master I (Jazz/Pop),198285,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Instrument (NN),198286,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Instrument (Jazz/Pop),198287,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Instrument (NN),198288,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Keuze 1.2 (JP),198293,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Keuze 1.1 (MP),198294,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Keuze 2.1 (JP),198304,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Keuze 2.2 (JP),198305,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Keuze 1.2 (MP),198306,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Keuze 2.1 (MP),198307,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Zang (NN),198308,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Zang (NN),198312,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Zang (NN),198313,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano (NN2),198318,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano (NN),198319,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Viool (Wibert Aerts),198320,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Viool (NN),198321,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano (NN),198324,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano (NN2),198325,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Viool (Wibert Aerts),198326,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Viool (NN),198327,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Alt-Saxofoon & artistiek onderzoek master I (Klassiek),198329,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Alt-Saxofoon (NN),198330,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Masterproef Alt-Saxofoon (Klassiek),198331,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Alt-Saxofoon (NN),198332,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Contrabas (NN1),198334,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Contrabas (NN1),198336,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano Forte (NN1),198337,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano Forte (NN1),198338,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Electroakoestische compositie & producing master I,198339,3 studiepunten,,wel mogelijk.
2025-26,"['Master in de muziek, trajectschijf 2']",Electroakoestische compositie & producing master II,198340,3 studiepunten,,wel mogelijk.
2025-26,"['Master in de muziek, trajectschijf 1']",Masterseminarie 1,198343,4 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Masterseminarie 2,198344,4 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Masterseminarie 3,198345,4 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Piano (NN),198353,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Piano (NN),198355,27 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']","Compositie voor media, video en games & artistiek onderzoek master I",198358,24 studiepunten,,wel mogelijk.
2025-26,"['Master in de muziek, trajectschijf 1']",Compositie voor theater en live contexts,198359,6 studiepunten,,wel mogelijk.
2025-26,"['Master in de muziek, trajectschijf 1']",Music for games,198360,3 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 1']",Virtuele orkestratie,198361,4 studiepunten,,wel mogelijk.
2025-26,"['Master in de muziek, trajectschijf 2']","Masterproef Compositie voor media, video & games",198362,30 studiepunten,,niet mogelijk.
2025-26,"['Master in de muziek, trajectschijf 1']",Klarinet (Eddy Van Oosthuyse),198363,25 studiepunten,,
2025-26,"['Master in de muziek, trajectschijf 2']",Klarinet (Eddy Van Oosthuyse),198364,27 studiepunten,,
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",Theoretische masterseminaries,198389,4 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 2']",Scriptie,198390,9 studiepunten,,wel mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",Masterproject hedendaagse muziek,198391,15 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",G.A.M.E.,198392,12 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",Sessies ICTUS en SPECTRA 1,198393,9 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']","Live-electronics, video en performance 1",198394,6 studiepunten,,wel mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",Aspecten van het hedendaagse muziektheater,198395,3 studiepunten,,wel mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",Analysemodellen,198396,6 studiepunten,,wel mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 1']",Research Seminar,198397,5 studiepunten,,wel mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 2']",Masterproef hedendaagse muziek,198398,18 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 2']",Masterproef G.A.M.E.,198399,12 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 2']",Sessies ICTUS en SPECTRA 2,198400,9 studiepunten,,niet mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 2']","Live-electronics, video en performance 2",198401,6 studiepunten,,wel mogelijk.
2025-26,"['Master in de hedendaagse muziek, trajectschijf 2']",Analysemodellen hedendaagse muziek 2,198402,6 studiepunten,,wel mogelijk.
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Accordeon & artistiek onderzoek master I (Klassiek),198403,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Accordeon (Philippe Thuriot),198404,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Accordeon,198405,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Althobo & artistiek onderzoek master I (Klassiek),198406,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Althobo (NN),198407,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Alt-Saxofoon & artistiek onderzoek master I (Klassiek),198408,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Alt-Saxofoon (NN),198409,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Altviool & artistiek onderzoek master I (Klassiek),198410,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Altviool (Tony Nys),198411,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Altviool (NN),198412,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Barokcello & artistiek onderzoek master I (Klassiek),198414,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Barokcello (NN),198416,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Barokviool & artistiek onderzoek master I (Klassiek),198417,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Barokviool (Alessandro Moccia),198419,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Barokviool (NN),198420,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Basklarinet & artistiek onderzoek master I (Klassiek),198421,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Basklarinet (Marc Kerckhof),198422,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Basklarinet (NN),198423,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Bastrombone & artistiek onderzoek master I (Klassiek),198424,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Bastrombone (Joren Elsen),198425,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Bastrombone (NN),198426,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Blokfluit & artistiek onderzoek master I (Klassiek),198427,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Blokfluit (NN),198429,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Cello & artistiek onderzoek master I (Klassiek),198430,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Cello (Judith Ermert),198431,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Cello (NN),198432,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Clavecimbel & artistiek onderzoek master I (Klassiek),198433,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Clavecimbel (NN),198435,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Contrabas & artistiek onderzoek master I (Klassiek),198436,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Contrabas (NN),198437,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Contrafagot & artistiek onderzoek master I (Klassiek),198438,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Contrafagot (Jaap de Vries),198439,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Dwarsfluit & artistiek onderzoek master I (Klassiek),198440,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Dwarsfluit (Myriam Graulus),198441,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Dwarsfluit (NN),198442,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Fagot & artistiek onderzoek master I (Klassiek),198443,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Fagot (Pieter Nuytten),198444,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Fagot (NN),198445,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Gitaar & artistiek onderzoek master I (Klassiek),198446,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Gitaar (Maarten Vandenbemden),198447,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Gitaar (Luca Isolani),198448,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Harp & artistiek onderzoek master I (Klassiek),198449,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Harp (NN),198450,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Harp (Anouk Sturtewagen),198451,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Hobo & artistiek onderzoek master I (Klassiek),198452,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Hobo (Korneel Alsteens),198453,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Hoorn & artistiek onderzoek master I (Klassiek),198454,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Hoorn (Kristina Mascher-Turner),198455,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Hoorn (NN),198456,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Instrument & artistiek onderzoek master I (Klassiek),198457,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Instrument (NN),198458,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Klarinet & artistiek onderzoek master I (Klassiek),198459,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Klarinet (Nele Delafoneyne),198460,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Klarinet (Bart Watté),198461,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Luit & artistiek onderzoek master I (Klassiek),198462,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Luit (Wim Maesele),198463,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Luit (NN),198464,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Natuurhoorn & artistiek onderzoek master I (Klassiek),198465,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Natuurhoorn (NN),198467,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Orgel & artistiek onderzoek master I (Klassiek),198468,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Orgel (Ignace Michiels),198469,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Orgel (NN),198470,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano & artistiek onderzoek master I (Klassiek),198471,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano (Keiko Shichijo),198472,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano (Vitaly Samoshko),198473,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano (Daan Vandewalle),198474,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano (Olga Paschenko),198475,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano (NN),198476,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano Forte & artistiek onderzoek master I (Klassiek),198477,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piano Forte (NN),198478,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piccolo & artistiek onderzoek master I (Klassiek),198479,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piccolo (Jill Jeschek),198480,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Piccolo (NN),198481,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Saxofoon & artistiek onderzoek master I (Klassiek),198482,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Saxofoon (Koen Maas),198483,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Saxofoon (Raf Minten),198484,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Saxofoon (NN),198485,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Saxofoon,198486,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Slagwerk & artistiek onderzoek master I (Klassiek),198487,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Slagwerk (Wim Konink),198488,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Slagwerk (Gert Dhaese),198489,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Slagwerk (NN),198490,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Traverso & artistiek onderzoek master I (Klassiek),198491,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Traverso (NN),198492,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Trombone & artistiek onderzoek master I (Klassiek),198493,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Trombone (Joren Elsen),198494,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Trombone (NN),198495,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Trompet & artistiek onderzoek master I (Klassiek),198496,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Trompet (Steven Devolder),198497,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Trompet (NN),198499,25 studiepunten,,
2025-26,"['Educatieve master in de muziek en podiumkunsten, trajectschijf 1']",Tuba & artistiek onderzoek master I (Klassiek),198500,25 studiepunten,,
